Tarih,Varlık,Fiyat,Supertrend_Sinyal,Tilson_Sinyal,Hacim_SMI,Kombine_Dip,SSL&EMA_Sinyal,BB_Sikisma,BB_Fiyat_Durum,Destek_Direnc,Alim_Bandi,Satim_Bandi,RSI,StochRSI,TSI
2026-07-14 18:50,PA=F,1308.5,🔥 AL (Taze Kırılım),🟢 AL (Trend Onaylı),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 1267.15 (%3.2 altta) | EMA55 Direnç: 1336.17 (%2.1 üstte),-,1774.50-1842.00 (%35.6 üstte),54.55,94.33,0.82
2026-07-14 18:50,PHO,68.66,🟢 Yükseliş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,🟡Fiyat Orta-Üst Bant Aralığında,EMA100 Destek: 68.43 (%0.3 altta) | EMA5 Direnç: 68.81 (%0.2 üstte),-,72.60-73.56 (%5.7 üstte),53.79,37.18,0.02
2026-07-14 18:50,PL=F,1650.6,🔴 Düşüş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 1623.56 (%1.6 altta) | EMA21 Direnç: 1660.17 (%0.6 üstte),-,-,46.15,91.6,0.44
2026-07-14 18:50,QQQ,720.6,🔴 Düşüş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA21 Destek: 719.29 (%0.2 altta),555.60-568.05 (%21.2 altta),-,51.01,37.51,0.09
2026-07-14 18:50,SI=F,59.28,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 59.23 (%0.1 altta) | EMA21 Direnç: 62.19 (%4.9 üstte),-,86.93-88.89 (%46.6 üstte),40.06,82.36,0.19
2026-07-14 18:50,SOXX,572.49,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 570.65 (%0.3 altta) | EMA21 Direnç: 581.41 (%1.6 üstte),307.26-327.63 (%42.8 altta),-,49.06,17.2,-0.69
2026-07-14 18:50,VNM,17.64,🔴 Düşüş Trendinde,🔴 SAT,-,-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 17.83 (%1.1 üstte),-,19.58-19.78 (%11.0 üstte),38.41,4.96,-0.76
2026-07-14 18:50,WQTM,33.62,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA100 Destek: 33.04 (%1.7 altta) | EMA5 Direnç: 34.27 (%1.9 üstte),23.18-24.30 (%27.7 altta),-,39.94,4.48,-0.83
2026-07-14 18:50,XBI,155.31,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 152.63 (%1.7 altta) | EMA5 Direnç: 157.89 (%1.7 üstte),-,-,58.47,0.0,0.49
2026-07-14 18:50,XLV,158.41,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 158.07 (%0.2 altta) | EMA5 Direnç: 160.53 (%1.3 üstte),145.31-147.27 (%7.0 altta),-,53.34,26.46,0.53
2026-07-14 18:50,XU100.IS,14079.97,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA100 Destek: 13797.79 (%2.0 altta) | EMA55 Direnç: 14132.49 (%0.4 üstte),10440.40-10607.40 (%24.7 altta),-,45.34,18.28,-0.25
2026-07-14 21:21,AIQ,62.17,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA55 Destek: 61.64 (%0.8 altta) | EMA5 Direnç: 62.48 (%0.5 üstte),44.46-45.83 (%26.3 altta),-,46.76,19.21,-0.53
2026-07-14 21:21,ALUM.L,4.25,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 4.23 (%0.4 altta) | EMA21 Direnç: 4.31 (%1.4 üstte),3.64-3.71 (%12.7 altta),-,41.45,86.51,0.35
2026-07-14 21:21,BZ=F,84.36,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",🟠 Daralıyor,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 80.18 (%5.0 altta) | EMA55 Direnç: 86.68 (%2.7 üstte),59.45-60.91 (%27.8 altta),106.87-112.69 (%26.7 üstte),55.13,94.27,0.72
2026-07-14 21:21,CCJ,91.55,🔴 Düşüş Trendinde,🔴 SAT,-,-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 93.33 (%1.9 üstte),-,-,34.32,11.62,-0.95
2026-07-14 21:21,CGW,65.64,🟢 Yükseliş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 65.37 (%0.4 altta),-,-,58.41,54.66,0.13
2026-07-14 21:21,COPA,48.4,🔴 Düşüş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA100 Destek: 48.05 (%0.7 altta) | EMA21 Direnç: 48.49 (%0.2 üstte),-,-,48.85,64.13,-0.19
2026-07-14 21:21,COPX,78.66,🔴 Düşüş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA21 Destek: 78.36 (%0.4 altta) | EMA100 Direnç: 80.12 (%1.9 üstte),-,91.20-93.89 (%15.9 üstte),49.18,69.5,-0.02
2026-07-14 21:21,EEM,65.64,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA100 Destek: 63.99 (%2.5 altta) | EMA5 Direnç: 65.86 (%0.3 üstte),52.58-53.31 (%18.8 altta),-,45.94,20.96,-0.67
2026-07-14 21:21,EWZ,35.92,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",🚨 BB SIKIŞMA,🚨Fiyat Bandın Üzerinde!,EMA55 Destek: 35.73 (%0.5 altta) | EMA100 Direnç: 35.92 (%0.0 üstte),-,-,57.79,89.79,0.82
2026-07-14 21:21,GC=F,4067.5,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 4070.23 (%0.1 üstte),-,-,42.38,74.81,0.37
2026-07-14 21:21,GLTR,182.64,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 182.92 (%0.2 üstte),-,-,40.5,74.46,0.39
2026-07-14 21:21,HG=F,6.36,🔥 AL (Taze Kırılım),🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 6.25 (%1.8 altta),5.79-5.90 (%7.3 altta),-,56.66,99.85,0.78
2026-07-14 21:21,IBB,189.46,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 186.61 (%1.5 altta) | EMA5 Direnç: 191.71 (%1.2 üstte),163.90-167.80 (%11.4 altta),-,58.93,3.64,0.58
2026-07-14 21:21,ICLN,19.02,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 18.43 (%3.1 altta) | EMA5 Direnç: 19.11 (%0.5 üstte),17.38-18.05 (%5.1 altta),21.34-21.75 (%12.2 üstte),40.14,19.42,-0.82
2026-07-14 21:21,INDA,48.72,🟢 Yükseliş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 48.95 (%0.5 üstte),47.28-47.85 (%1.8 altta),54.75-55.02 (%12.4 üstte),47.41,17.41,-0.64
2026-07-14 21:21,IWM,294.75,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA55 Destek: 287.35 (%2.5 altta) | EMA21 Direnç: 294.76 (%0.0 üstte),238.69-245.37 (%16.8 altta),-,51.81,13.32,-0.7
2026-07-14 21:21,MARS,27.11,🔴 Düşüş Trendinde,🔴 SAT,-,-,-,-,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 27.81 (%2.6 üstte),-,-,35.52,17.47,-0.39
2026-07-14 21:21,NASA,25.48,🔴 Düşüş Trendinde,🔴 SAT,-,-,-,-,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 26.05 (%2.3 üstte),-,-,35.18,14.56,-0.49
2026-07-14 21:21,PA=F,1307.5,🔥 AL (Taze Kırılım),🟢 AL (Trend Onaylı),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 1266.82 (%3.1 altta) | EMA55 Direnç: 1336.14 (%2.2 üstte),-,1774.50-1842.00 (%35.7 üstte),54.45,94.33,0.82
2026-07-14 21:21,PHO,68.76,🟢 Yükseliş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,🟡Fiyat Orta-Üst Bant Aralığında,EMA100 Destek: 68.43 (%0.5 altta) | EMA5 Direnç: 68.84 (%0.1 üstte),-,72.60-73.56 (%5.6 üstte),54.52,39.08,0.04
2026-07-14 21:21,PL=F,1642.0,🔴 Düşüş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 1620.69 (%1.3 altta) | EMA21 Direnç: 1659.39 (%1.1 üstte),-,-,45.2,91.6,0.42
2026-07-14 21:21,QQQ,721.66,🔴 Düşüş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA21 Destek: 719.38 (%0.3 altta),555.60-568.05 (%21.3 altta),-,51.37,38.71,0.1
2026-07-14 21:21,SI=F,59.12,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 59.17 (%0.1 üstte),-,86.93-88.89 (%47.0 üstte),39.63,81.25,0.17
2026-07-14 21:21,SOXX,572.98,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 570.82 (%0.4 altta) | EMA21 Direnç: 581.45 (%1.5 üstte),307.26-327.63 (%42.8 altta),-,49.14,17.39,-0.69
2026-07-14 21:21,VNM,17.62,🔴 Düşüş Trendinde,🔴 SAT,-,-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",🟠 Daralıyor,🚨Fiyat Bandın Altında!,EMA5 Direnç: 17.83 (%1.1 üstte),-,19.58-19.78 (%11.1 üstte),38.17,4.5,-0.76
2026-07-14 21:21,WQTM,33.67,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA100 Destek: 33.04 (%1.9 altta) | EMA5 Direnç: 34.29 (%1.8 üstte),23.18-24.30 (%27.8 altta),-,40.2,5.01,-0.82
2026-07-14 21:21,XBI,155.85,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 152.68 (%2.0 altta) | EMA5 Direnç: 158.07 (%1.4 üstte),-,-,59.18,1.05,0.51
2026-07-14 21:21,XLV,158.51,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 158.08 (%0.3 altta) | EMA5 Direnç: 160.57 (%1.3 üstte),145.31-147.27 (%7.1 altta),-,53.57,26.46,0.54
2026-07-14 21:21,XU100.IS,14079.97,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA100 Destek: 13797.79 (%2.0 altta) | EMA55 Direnç: 14132.49 (%0.4 üstte),10440.40-10607.40 (%24.7 altta),-,45.34,18.28,-0.25
2026-07-15 14:55,AIQ,61.96,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA55 Destek: 61.64 (%0.5 altta) | EMA5 Direnç: 62.41 (%0.7 üstte),44.46-45.83 (%26.0 altta),-,46.16,17.34,-0.54
2026-07-15 14:55,ALUM.L,4.23,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,⚪ Karışık / Testere Piyasası,⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 4.16 (%1.8 altta) | EMA5 Direnç: 4.23 (%0.0 üstte),3.64-3.71 (%12.4 altta),-,40.28,90.1,0.56
2026-07-15 14:55,BZ=F,85.34,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",🟡 Normal Genişlik,🚨Fiyat Bandın Üzerinde!,EMA5 Destek: 81.98 (%3.9 altta) | EMA55 Direnç: 86.64 (%1.5 üstte),59.45-60.91 (%28.6 altta),106.87-112.69 (%25.2 üstte),56.59,100.0,0.81
2026-07-15 14:55,CCJ,90.2,🔴 Düşüş Trendinde,⏳ BEKLE,🔴 ZAYIFLAMA (Zaten Dipte),🟢 POTANSİYEL DİP,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",⚪ Yelpaze Açık,🚨Fiyat Bandın Altında!,EMA5 Direnç: 94.22 (%4.5 üstte),-,-,31.41,10.56,-0.95
2026-07-15 14:55,CGW,65.29,🟢 Yükseliş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 65.23 (%0.1 altta),-,-,56.28,44.07,0.38
2026-07-15 14:55,COPA,48.65,🔴 Düşüş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA21 Destek: 48.52 (%0.3 altta) | EMA55 Direnç: 49.03 (%0.8 üstte),-,-,49.55,64.13,-0.15
2026-07-15 14:55,COPX,74.35,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 73.17 (%1.6 altta) | EMA5 Direnç: 75.26 (%1.2 üstte),-,-,41.12,48.72,-0.5
2026-07-15 14:55,EEM,64.5,🔴 Düşüş Trendinde,🔴 SAT,🔴 ZAYIFLAMA (Zaten Dipte),-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA100 Destek: 63.96 (%0.8 altta) | EMA5 Direnç: 65.97 (%2.3 üstte),52.58-53.31 (%17.3 altta),-,41.85,16.72,-0.61
2026-07-15 14:55,EWZ,35.39,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",🚨 BB SIKIŞMA,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 35.19 (%0.6 altta) | EMA55 Direnç: 35.72 (%0.9 üstte),-,-,53.64,91.8,0.78
2026-07-15 14:55,GC=F,4044.0,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 4060.06 (%0.4 üstte),-,-,40.96,68.08,0.09
2026-07-15 14:55,GLTR,179.7,🔴 Düşüş Trendinde,🔴 SAT,🔴 ZAYIFLAMA (Zaten Dipte),-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 183.06 (%1.9 üstte),-,-,36.26,76.25,0.24
2026-07-15 14:55,HG=F,6.37,🔥 AL (Taze Kırılım),🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🟡 Normal Genişlik,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 6.29 (%1.4 altta),5.79-5.90 (%7.4 altta),-,57.07,99.95,0.78
2026-07-15 14:55,IBB,189.55,🟢 Yükseliş Trendinde,🔴 SAT,-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 186.33 (%1.7 altta) | EMA5 Direnç: 192.83 (%1.7 üstte),163.90-167.80 (%11.5 altta),-,59.09,31.01,0.77
2026-07-15 14:55,ICLN,18.63,🔴 Düşüş Trendinde,🔴 SAT,🔴 ZAYIFLAMA (Zaten Dipte),-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 18.42 (%1.1 altta) | EMA5 Direnç: 19.15 (%2.8 üstte),17.38-18.05 (%3.1 altta),21.34-21.75 (%14.5 üstte),36.13,13.77,-0.84
2026-07-15 14:55,INDA,48.73,🟢 Yükseliş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 48.95 (%0.5 üstte),47.28-47.85 (%1.8 altta),54.75-55.02 (%12.4 üstte),47.5,17.65,-0.64
2026-07-15 14:55,IWM,293.48,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA55 Destek: 287.08 (%2.2 altta) | EMA21 Direnç: 294.77 (%0.4 üstte),238.69-245.37 (%16.4 altta),-,49.9,22.4,-0.46
2026-07-15 14:55,MARS,26.86,🔴 Düşüş Trendinde,🔴 SAT,-,-,-,-,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 27.73 (%3.2 üstte),-,-,34.4,14.96,-0.41
2026-07-15 14:55,NASA,25.21,🔴 Düşüş Trendinde,🔴 SAT,-,-,-,-,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 25.96 (%3.0 üstte),-,-,33.9,11.51,-0.5
2026-07-15 14:55,PA=F,1302.5,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟠 Daralıyor,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 1276.74 (%2.0 altta) | EMA55 Direnç: 1334.63 (%2.5 üstte),-,1774.50-1842.00 (%36.2 üstte),53.93,94.33,0.82
2026-07-15 14:55,PHO,68.9,🟢 Yükseliş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 68.88 (%0.0 altta) | EMA200 Direnç: 69.76 (%1.3 üstte),-,72.60-73.56 (%5.4 üstte),55.58,40.59,0.39
2026-07-15 14:55,PL=F,1633.5,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 1622.63 (%0.7 altta) | EMA21 Direnç: 1656.17 (%1.4 üstte),-,-,44.24,94.15,0.39
2026-07-15 14:55,QQQ,711.74,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA55 Destek: 702.80 (%1.3 altta) | EMA5 Direnç: 717.59 (%0.8 üstte),555.60-568.05 (%20.2 altta),-,47.73,37.41,0.12
2026-07-15 14:55,SI=F,58.47,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 58.86 (%0.7 üstte),-,86.93-88.89 (%48.7 üstte),38.12,75.75,-0.09
2026-07-15 14:55,SOXX,553.61,🟢 Yükseliş Trendinde,🔴 SAT,🔴 ZAYIFLAMA (Zaten Dipte),-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA55 Destek: 542.82 (%1.9 altta) | EMA5 Direnç: 569.73 (%2.9 üstte),307.26-327.63 (%40.8 altta),-,45.7,16.31,-0.69
2026-07-15 14:55,VNM,17.53,🩸 SAT (Trend Kırıldı),🔴 SAT,-,-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",🚨 BB SIKIŞMA,🚨Fiyat Bandın Altında!,EMA5 Direnç: 17.93 (%2.3 üstte),-,19.58-19.78 (%11.7 üstte),35.83,1.12,-0.6
2026-07-15 14:55,WQTM,33.71,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA100 Destek: 33.04 (%2.0 altta) | EMA5 Direnç: 34.30 (%1.7 üstte),23.18-24.30 (%27.9 altta),-,40.4,5.43,-0.82
2026-07-15 14:55,XBI,155.34,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 152.36 (%1.9 altta) | EMA5 Direnç: 159.18 (%2.5 üstte),-,-,58.53,30.82,0.73
2026-07-15 14:55,XLV,161.41,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 158.04 (%2.1 altta) | EMA5 Direnç: 161.60 (%0.1 üstte),145.31-147.27 (%8.8 altta),-,61.23,48.32,0.77
2026-07-15 14:55,XU100.IS,14092.0,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA100 Destek: 13792.32 (%2.1 altta) | EMA55 Direnç: 14134.45 (%0.3 üstte),10440.40-10607.40 (%24.7 altta),-,45.62,18.28,-0.13
2026-07-15 18:57,AIQ,60.81,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA100 Destek: 58.81 (%3.3 altta) | EMA55 Direnç: 61.61 (%1.3 üstte),44.46-45.83 (%24.6 altta),-,43.32,6.16,-0.67
2026-07-15 18:57,ALUM.L,4.21,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,⚪ Karışık / Testere Piyasası,⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 4.16 (%1.3 altta) | EMA5 Direnç: 4.22 (%0.3 üstte),3.64-3.71 (%12.0 altta),-,39.1,87.57,0.53
2026-07-15 18:57,BZ=F,83.82,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",🟠 Daralıyor,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 81.48 (%2.8 altta) | EMA55 Direnç: 86.59 (%3.3 üstte),59.45-60.91 (%27.3 altta),106.87-112.69 (%27.5 üstte),53.97,98.1,0.8
2026-07-15 18:57,CCJ,90.52,🔴 Düşüş Trendinde,🔴 SAT,-,-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 92.40 (%2.1 üstte),-,-,33.18,9.92,-0.94
2026-07-15 18:57,CGW,65.44,🟢 Yükseliş Trendinde,⏳ BEKLE,🟡 RİSKLİ AL (0 Üstü - Hacimsiz),-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 65.41 (%0.1 altta),-,-,56.56,48.76,-0.15
